JapneseName,EnglishName,TotalRating,NearstStation,FoodCategory,LunchRating,DinnerRating,ReviewCounts,Dishes,Service,Atmosphere,Cost performance,Drink
三代目 まる天,Sandaimemaruten,3.68,Kameido Suijin,Izakaya (Tavern),3.68,3.06,33,3.70,3.63,3.62,3.62,3.65
懐石 四つ葉,Kaisekiyotsuha,3.68,Ogikubo,Kaiseki (Traditional Japanese),3.68,3.08,32,3.68,3.59,3.59,3.57,3.13
馬記 蒙古肉餅,Makimoukoropin,3.68,Takadanobaba,Asian & ethnic cuisine (and others),3.61,3.44,29,3.61,3.58,3.55,3.58,3.20
坂ぐち,Sakaguchi,3.68,Ogikubo,Kaiseki (Traditional Japanese),3.67,3.64,27,3.73,3.68,3.63,3.62,3.61
すし 浅尾,Sushiasao,3.68,Tsukishima,Sushi,3.68,-,25,3.67,3.60,3.58,3.53,3.55
の弥七,Noyashichi,3.68,Yotsuya Sanchome,Chinese,3.64,3.58,24,3.68,3.59,3.66,3.55,3.50
江戸前晋作,Edomaeshinsaku,3.68,Hongo Sanchome,Tempura,3.67,3.47,21,3.68,3.58,3.58,3.67,3.57
迂直,Uchoku,3.68,Ogikubo,Ramen,-,3.68,20,3.68,3.61,3.60,3.58,3.04
鳥さわ22,Torisawa,3.68,Hiro o,Yakitori (Grilled chicken),3.68,-,19,3.67,3.59,3.66,3.61,3.58
フレンチモンスター,FRENCH MONSTAR,3.68,Roppongi,French,3.68,3.06,15,3.68,3.72,3.68,3.58,3.59
パンのペリカン,Pelican,3.67,Tawaramachi,Bread,3.16,3.66,664,3.68,3.58,3.54,3.58,3.08
鶏そば  ムタヒロ 2号店,Mutahiro,3.67,Kokubunji,Ramen,3.64,3.63,299,3.68,3.59,3.58,3.58,3.20
東白庵かりべ,Touhakuankaribe,3.67,Ushigome Kaguraz,Soba,3.67,3.65,260,3.67,3.59,3.63,3.58,3.60
麺処 篠はら,Mendokoroshinohara,3.67,Kanamecho,Ramen,3.63,3.68,241,3.68,3.58,3.58,3.58,3.13
グリル佐久良,Gurirusakura,3.67,Asakusa,Western Cuisine,3.61,3.65,181,3.68,3.58,3.58,3.57,3.32
馬来風光美食,Maraifuukoubishoku,3.67,Ogikubo,Southeast Asian cuisine (and others),3.67,3.24,143,3.66,3.65,3.57,3.65,3.53
はし本,Hashimoto,3.67,Edogawabashi,Unagi (Freshwater eel),3.75,3.63,129,3.70,3.60,3.60,3.59,3.54
アベス,Abbesses,3.67,Ebisu,Bistro,3.72,3.57,121,3.68,3.58,3.58,3.59,3.53
ニコラ,Nicolas,3.67,Sangen Jaya,Cafe,3.61,3.60,120,3.66,3.59,3.65,3.58,3.58
ブランジュリー パリの空の下,buranjuri-parinosoranoshita,3.67,Wakabayashi,Bread,3.58,3.65,109,3.70,3.52,3.53,3.37,3.08
ピアット・スズキ,Piattosuzuki,3.67,Azabu Juban,Italian,3.63,3.52,107,3.67,3.65,3.57,3.55,3.58
もつ焼き じんちゃん,Motsuyakijinchan,3.67,Hongo Sanchome,Grilled tripe,3.67,-,104,3.68,3.16,3.43,3.74,3.55
鳥善 瀬尾,orizenseo,3.67,Azabu Juban,Yakitori (Grilled chicken),3.67,-,101,3.68,3.59,3.59,3.52,3.58
チリムーロ,Chirimulo,3.67,Daikan yama,Cake,3.43,3.68,83,3.68,3.58,3.58,3.56,3.46
道しるべ,Michishirube,3.67,Seibu Shinjuku,Yakitori (Grilled chicken),3.67,-,73,3.68,3.58,3.58,3.61,3.53
グランファミーユ・シェ松尾 成城コルティ店,GRAND-FAMILLE CHEZ MATSUO,3.67,Seijogakuen Mae,French,3.64,3.68,69,3.68,3.60,3.63,3.58,3.58
カトリカ,Katorika,3.67,Higashi Mukojima,Pizza,3.64,3.61,64,3.67,3.50,3.53,3.55,3.56
炭火焼肉 ふちおか,Sumibiyakinikufuchioka,3.67,Kyodo,Yakiniku (BBQ Beef),3.67,-,64,3.68,3.55,3.54,3.57,3.52
純手打ち だるま,Junteuchidaruma,3.67,Nakano Fujimicho,Ramen,3.51,3.65,63,3.67,3.58,3.58,3.58,3.05
レストラン ドンピエール 銀座本店,Resutorandompieru,3.67,Ginza Itchome,French,3.63,3.63,52,3.63,3.75,3.63,3.60,3.59
Élan.MIYAMOTO,Élan.MIYAMOTO,3.67,Ebisu,French,3.59,3.59,38,3.69,3.59,3.73,3.65,3.65
マルヤマ,Maruyama,3.67,Sakuradai,French,3.66,3.52,38,3.67,3.53,3.51,3.65,3.54
すず木,Suzuki,3.67,Shintomicho,Kaiseki (Traditional Japanese),3.67,-,33,3.66,3.69,3.62,3.78,3.58
くろす,Kurosu,3.67,Iidabashi,Kaiseki (Traditional Japanese),3.58,3.70,30,3.67,3.66,3.64,3.66,3.48
こまつ,Komatsu,3.67,Hatchobori,Kaiseki (Traditional Japanese),3.65,3.61,29,3.67,3.61,3.61,3.61,3.59
天現寺小野,Tengenjiono,3.67,Hiro o,Kaiseki (Traditional Japanese),3.66,3.48,29,3.67,3.60,3.64,3.58,3.58
銀座一期,Ginzaichigo,3.67,Shimbashi,Kaiseki (Traditional Japanese),3.65,3.48,28,3.68,3.58,3.64,3.57,3.56
鮨わたなべ,Sushiwatanabe,3.67,Yotsuya Sanchome,Sushi,3.67,-,28,3.67,3.96,3.84,4.03,3.61
銀座 古郁,Ginzakoiku,3.67,Ginza,Sukiyaki,3.62,3.62,23,3.66,3.60,3.59,3.58,3.57
Nomka,Nomka,3.67,Akabane,Bar,3.67,-,21,3.67,3.57,3.55,3.58,3.57
マーゴ,margo,3.67,Yutenji,Bistro,3.30,3.61,19,3.70,3.58,3.59,3.56,3.63
金多楼,Kintarou,3.67,Ikejiri Ohashi,Sushi,3.67,-,16,3.67,3.64,3.66,3.52,3.58
トラットリア ダディーニ,TRATTORIA　DADINI,3.67,Hakusan,Italian,3.80,3.50,16,3.67,3.58,3.58,3.73,3.58
由庵 矢もり,yuanyamori,3.67,Tsukishima,Soba,3.67,3.04,15,3.67,3.55,3.57,3.59,3.55
ふぐ赤坂　めうが,Fuguakasakamiuga,3.67,Shirokane Takana,Fugu (Blowfish),3.67,-,14,3.67,3.60,3.55,3.53,3.56
マ プール,Mapuru,3.67,Todaimae,French,3.59,3.56,12,3.67,3.62,3.58,3.59,3.58
シセンチャイニーズレストラン 南青山,Shisenchainizuresutoramminamiaoyama,3.67,Hiro o,Sichuan Cuisine,3.67,-,7,3.67,3.66,3.65,3.63,3.61
ラーメン二郎 三田本店,Ramenjirou,3.66,Mita,Ramen,3.58,3.70,765,3.65,3.58,3.59,3.93,3.08
並木藪蕎麦,Namikiyabusoba,3.66,Asakusa,Soba,3.75,3.65,742,3.66,3.59,3.62,3.58,3.58
カレーハウス チリチリ,Curry House TIRI TIRI  ,3.66,Shibuya,Curry rice,3.52,3.65,434,3.65,3.56,3.56,3.58,3.27
ザ・テラス,THE TERRACE,3.66,Ebisu,Cafe,3.58,3.63,419,3.66,3.61,3.67,3.58,3.59
ラーメン屋 トイ・ボックス,ra-menyatoibokkusu,3.66,Minowabashi,Ramen,3.63,3.70,393,3.75,3.58,3.58,3.59,3.58
ポンチ軒,Ponchiken,3.66,Ogawamachi,Tonkatsu (Pork cutlet),3.77,3.63,383,3.69,3.59,3.59,3.59,3.58
ダルマサーガラ,Dharmasagara,3.66,Higashi Ginza,Indian curry,3.62,3.70,350,3.66,3.58,3.58,3.58,3.52
亀戸ホルモン,Kameidohorumon,3.66,Kameido,Horumon (BBQ Offel),3.66,3.05,311,3.68,3.54,3.55,3.65,3.56
真鯛らーめん 麺魚,Madairamemmengyo,3.66,Kinshicho,Ramen,3.58,3.75,311,3.68,3.59,3.58,3.59,3.08
クルミドコーヒー,KURUMED COFFEE,3.66,Nishi Kokubunji,Cafe,3.56,3.66,305,3.63,3.63,3.83,3.58,3.62
庭つ鶏,Niwatsudori,3.66,Gotanda,Fowl,3.66,-,251,3.65,3.58,3.58,3.59,3.58
フルーツカフェ　フルータス,Furutsukafefurutasu,3.66,Monzen Nakacho,Fruit parlour,3.51,3.66,243,3.66,3.58,3.54,3.58,3.36
鳥よし 中目黒店,Toriyoshi,3.66,Naka Meguro,Yakitori (Grilled chicken),3.66,-,241,3.69,3.55,3.59,3.59,3.58
RAMEN GOTTSU,ra-mengottsu,3.66,Nerima,Ramen,3.54,3.65,235,3.68,3.59,3.60,3.58,3.16
西尾さん,Nishiosan,3.66,Shinjuku Sanchom,Izakaya (Tavern),3.66,-,234,3.63,3.59,3.59,3.72,3.59
ピャチェーレ,Piacere,3.66,Tokyo,Italian,3.59,3.89,221,3.62,3.82,4.09,3.07,3.62
ナポリスタカ 神谷町店,"Pizzeria da peppe NAPOLI STA'CA""",3.66,Kamiyacho,Pizza,3.66,3.63,209,3.68,3.59,3.59,3.59,3.58
ベッラ・ナポリ,BELLA NAPOLI,3.66,Kiyosumi Shiraka,Pizza,3.66,3.05,209,3.68,3.01,3.59,3.01,3.58
めだかタンタン,Medakatantan,3.66,Higashi Nakagami,Dandan noodles,3.70,3.62,200,3.68,3.58,3.57,3.65,3.55
アントニオ 南青山本店,Antonio,3.66,Omote Sando,Italian,3.69,3.65,199,3.63,3.78,3.61,3.58,3.59
KEISUKE MATSUSHIMA,Keisukematsushima,3.66,Harajuku,French,3.73,3.61,197,3.67,3.61,4.19,3.59,3.59
丸千葉,Maruchiba,3.66,Minami Senju,Izakaya (Tavern),3.67,3.57,192,3.63,3.73,3.65,3.67,3.58
銀座 鮨青木 銀座本店,ginzasushiaoki,3.66,Ginza,Sushi,3.70,3.66,179,3.65,3.61,3.61,3.58,3.58
一番いちばん,Ichibanichiban,3.66,Machida,Ramen,3.57,3.66,178,3.65,3.58,3.58,3.58,3.02
ピッツェリア パーレンテッシ,Pizzeria Parentesi,3.66,Ikejiri Ohashi,Pizza,3.60,3.67,174,3.61,3.58,3.54,3.50,3.24
麺屋 さくら井,Menyasakurai,3.66,Mitaka,Ramen,3.56,3.67,174,3.66,3.59,3.59,3.58,3.26
手打うどん長谷川,Teuchiudonhasegawa,3.66,Oizumi Gakuen,Udon,3.61,3.69,167,3.69,3.61,3.58,3.59,3.62
超純水採麺 天国屋,choujunsuisaimentengokuya,3.66,Naruse,Ramen,3.55,3.66,162,3.64,3.58,3.58,3.58,3.08
ティーサロンジークレフ,TEA SALON Gclef,3.66,Kichijoji,Tea shoppe,3.19,3.65,152,3.66,3.59,3.59,3.25,3.65
ラ・リューン,La Lune,3.66,Azabu Juban,French,3.61,3.82,151,3.63,3.63,3.59,3.66,3.58
ラ ブォナ ヴィータ,代々木山陽ビル　1F,3.66,Minami Shinjuku,Italian,3.66,3.65,137,3.64,3.58,3.58,3.74,3.58
RAMEN　にじゅうぶんのいち,Ramennijuubunnoichi,3.66,Higashi Ogu Sanc,Ramen,3.53,3.64,120,3.69,3.59,3.59,3.58,3.01
いなかむら,Inakamura,3.66,Koiwa,Thailand cooking,3.66,-,120,3.68,3.58,3.58,3.66,3.56
美の,Yoshino,3.66,Shiodome,Kaiseki (Traditional Japanese),3.66,-,119,3.66,3.63,3.61,3.90,3.61
おかめ,Okame,3.66,Higashi Kitazawa,Oden,3.66,3.08,118,3.66,3.52,3.59,3.58,3.29
エリックサウス 東京ガーデンテラス店,erikkusausu,3.66,Nagatacho,India cuisine,3.69,3.60,114,3.65,3.58,3.59,3.59,3.56
銀座 飛雁閣,Ginzahigankaku,3.66,Shimbashi,Chinese,3.61,3.65,102,3.61,3.67,3.69,3.58,3.58
ワカヌイ グリル ダイニング バー 東京,wakanuigurirudaininguba-toukyou,3.66,Kamiyacho,Steak,3.85,3.60,101,3.63,3.59,3.59,3.58,3.58
今福,Imafuku,3.66,Shirokane Takana,Shabu Shabu (Japanese Steamboat),3.66,3.06,101,3.64,3.59,3.58,3.52,3.58
涵梅舫 銀座店,Kammeihou,3.66,Ginza Itchome,Chinese,3.77,3.60,96,3.66,3.59,3.59,3.60,3.58
鳥勝,Torikatsu,3.66,Tachiaigawa,Izakaya (Tavern),3.66,-,95,3.65,3.55,3.60,3.73,3.55
宇奈根 山中,Unaneyamanaka,3.66,Futako Tamagawa,Soba,3.65,3.60,93,3.66,3.59,3.66,3.63,3.58
日本橋イタダキ,nihombashiitadaki,3.66,Bakuroyokoyama,Yakiniku (BBQ Beef),3.66,3.12,84,3.65,3.58,3.54,3.57,3.53
トラットリア ケ パッキア,TRATTORIA CHE PACCHIA,3.66,Azabu Juban,Italian,3.66,-,81,3.66,3.66,3.58,3.59,3.59
め乃惣,Menosou,3.66,Iidabashi,Kappo (Traditional Japanese),3.67,3.59,80,3.66,3.59,3.63,3.59,3.58
なんどり,Nandori,3.66,Arakawa Yuenchim,India cuisine,3.65,3.58,79,3.70,3.58,3.58,3.57,3.61
うなぎ川勢,Unagikawasei,3.66,Iidabashi,Unagi (Freshwater eel),3.86,3.59,71,3.66,3.72,3.59,3.61,3.56
芝濱,ginza shibahama,3.66,Shimbashi,Kaiseki (Traditional Japanese),3.59,3.66,69,3.67,3.62,3.68,3.73,3.59
素揚げや 小岩店,Suageya,3.66,Koiwa,Fowl,3.66,-,68,3.65,3.58,3.53,3.58,3.60
御膳房 Garden,Gozembougaden,3.66,Ginza,Chinese,3.64,3.63,66,3.70,3.59,3.59,3.58,3.58
Amets,Amettsu,3.66,Tawaramachi,Spain,3.66,3.02,64,3.69,3.60,3.60,3.60,3.60
初台スパイス食堂 和魂印才たんどーる,hatsudaisupaisushokudouwakoninsaitando-ru,3.66,Hatsudai,Indian curry,3.24,3.66,63,3.67,3.60,3.58,3.58,3.53
ローストホース,ROAST HORSE ,3.66,Hiro o,Meat dishes,3.66,3.03,55,3.67,3.58,3.64,3.65,3.58
鮨桂太,sushikeita,3.66,Tsukiji,Sushi,3.82,3.77,54,3.63,3.68,3.92,3.72,3.58
鮨　かねさか パレスホテル東京店,Sushikanesaka,3.66,Otemachi,Sushi,3.60,3.64,52,3.63,3.63,3.60,3.54,3.58
そば工房 玉江,Sobakouboutamae,3.66,Komagome,Soba,3.66,-,47,3.65,3.72,3.58,3.86,3.61
モダン和食 サル ドゥ マキノ,salle de Makino,3.66,Nogizaka,Creative cuisine,3.66,-,44,3.66,3.66,3.70,3.61,3.58
ラ・カーヴ・ド・ノア,La cave de Noa,3.66,Nogizaka,French,3.66,-,41,3.69,3.87,3.61,3.67,3.98
浅田,Asada,3.66,Gaiemmae,Regional Cuisine (Other),3.59,3.57,37,3.64,3.70,3.68,3.55,3.58
楽食ふじた,rakushokufujita,3.66,Naka Meguro,Kappo (Traditional Japanese),3.66,-,35,3.62,3.59,3.59,3.39,3.81
レスプリ・ミタニ ア ゲタリ,Resupurimitaniagetari,3.66,Yotsuya Sanchome,French,3.64,3.56,31,3.66,3.58,3.58,3.58,3.58
green glass,guri-ngurasu,3.66,Ochiai,Soba,3.60,3.59,30,3.66,3.57,3.56,3.58,3.61
サンパ,SYMPA,3.66,Ogikubo,French,3.78,3.61,27,3.68,3.58,3.56,3.58,3.56
重よし,Shigeyoshi,3.66,Meiji Jingumae,Kappo (Traditional Japanese),3.66,3.51,26,3.66,3.64,3.58,3.55,3.65
Hostaria Casa Bella,Hostaria Casa Bella,3.66,Gaiemmae,Italian,3.76,3.61,25,3.66,3.58,3.60,3.67,3.58
ロウホウトイ,Rouhoutoi,3.66,Hiro o,Izakaya (Tavern),3.66,-,24,3.66,3.55,3.51,3.63,3.60
ナティーボ,NATIVO,3.66,Sangen Jaya,Italian,3.66,-,23,3.67,3.59,3.65,3.63,3.58
割烹 山路,Kappouyamaji,3.66,Shimbashi,Kappo (Traditional Japanese),3.66,3.58,22,3.66,3.58,3.58,3.65,3.58
calme,Calme,3.66,Ikejiri Ohashi,French,3.75,3.39,20,3.66,3.67,3.63,4.12,3.99
バー保志 モンス レックス,Bahoshimonsurekkusu,3.66,Shimbashi,Bar,3.66,-,19,3.58,3.62,3.39,3.01,3.68
鮨 みや川,Sushimiyakawa,3.66,Shinjuku Sanchom,Sushi,3.66,-,18,3.65,3.59,3.65,3.60,3.56
ファイヤーホール4000 麻布十番店,Faiyahoruyonsen,3.66,Azabu Juban,Sichuan Cuisine,3.66,3.46,17,3.66,3.58,3.63,3.58,3.61
銀屋,Ginya,3.66,Shirokanedai,Tempura,3.66,3.06,16,3.64,3.62,3.60,3.60,3.52
茂松,Shigematsu,3.66,Ginza,Kappo (Traditional Japanese),3.66,-,16,3.61,3.60,3.66,3.59,3.56
鮨 水月,sushimiduki,3.66,Roppongi,Sushi,3.66,-,16,3.67,3.62,3.58,3.59,3.56
レストラン ラリューム,Restaurant L'allium,3.66,Shirokanedai,French,3.53,3.61,15,3.65,3.61,3.61,3.56,3.51
鮨きむら,Sushikimura,3.66,Suitengumae,Sushi,3.66,-,12,3.66,3.66,3.66,3.65,3.59
江戸前 鮨 服部,edomaesushihattori,3.66,Nogizaka,Sushi,3.66,-,11,3.65,3.64,3.67,3.63,3.63
和食　ひまわり,Washokuhimawari,3.66,Shimbashi,Kaiseki (Traditional Japanese),3.66,-,11,3.67,3.61,3.65,3.58,3.55
あらいかわ,Araikawa,3.66,Azabu Juban,Kaiseki (Traditional Japanese),3.66,-,10,3.66,3.61,3.58,3.64,3.61
バーホシ イーリス,Bahoshiirisu,3.66,Ginza,Bar,3.66,-,7,3.58,3.66,3.58,3.58,3.69
駒形どぜう 本店,Komagatadojou,3.65,Asakusa,Dojo (Loach),3.66,3.64,735,3.64,3.60,3.90,3.59,3.58
つじ半,Tsujihan,3.65,Nihombashi,Seafood rice bowl,3.61,3.65,670,3.65,3.59,3.59,3.65,3.44
ラ・ベットラ・ダ・オチアイ,LA BETTOLA da Ochiai,3.65,Takaracho,Italian,3.61,3.64,590,3.67,3.58,3.55,3.85,3.58
VIRON,viron,3.65,Tokyo,Bread,3.64,3.63,571,3.66,3.58,3.59,3.54,3.43
ラミティエ,Ramithie,3.65,Takadanobaba,Bistro,3.66,3.58,506,3.63,3.58,3.58,4.03,3.56
ベーカーバウンス,Bekabaunsu,3.65,Nishi Taishido,Burger,3.59,3.65,464,3.64,3.58,3.58,3.58,3.38
ダンディゾン,Dans Dix ans,3.65,Kichijoji,Bread,3.54,3.64,427,3.67,3.59,3.65,3.58,3.08
根津 釜竹,nedukamachiku,3.65,Nezu,Udon,3.65,3.62,402,3.63,3.58,3.77,3.58,3.59
ショコラティエ イナムラショウゾウ,Shokorathieinamurashouzou,3.65,Nippori,Chocolate,3.56,3.64,359,3.66,3.58,3.59,3.58,3.58
伊勢廣 京橋本店,Isehiro,3.65,Kyobashi,Yakitori (Grilled chicken),3.61,3.66,356,3.65,3.58,3.60,3.58,3.58
本とさや,Hontosaya,3.65,Asakusa,Yakiniku (BBQ Beef),3.64,3.54,352,3.65,3.58,3.58,3.62,3.58
ラ ブティック ドゥ ジョエル・ロブション 恵比寿ガーデンプレイス店,LA BOUTIQUE de Joel Robushon,3.65,Ebisu,Bread,3.51,3.65,296,3.65,3.58,3.59,3.55,3.16
讃岐うどん 蔵之介,Sanukiudonkuranosuke,3.65,Takadanobaba,Udon,3.59,3.68,289,3.66,3.54,3.58,3.58,3.58
ショコラティエ パレ ド オール 東京,Shokorathieparedooru,3.65,Otemachi,Chocolate,3.54,3.63,262,3.63,3.59,3.60,3.58,3.58
パルテノペ 広尾店,Parutenope,3.65,Hiro o,Pizza,3.59,3.63,241,3.63,3.57,3.58,3.52,3.29
ベッカライ・ブロートハイム,Bekkaraiburotohaimu,3.65,Sakura Shimmachi,Bread,3.38,3.63,232,3.64,3.58,3.58,3.59,3.23
キノシタ,Kinoshita,3.65,Sangubashi,French,3.65,3.61,215,3.65,3.64,3.58,3.89,3.58
七條,Shichijou,3.65,Ogawamachi,Western Cuisine,3.63,3.61,216,3.66,3.58,3.58,3.60,3.58
代官山ASO チェレステ 日本橋店,Daikanyama ASO Celeste,3.65,Mitsukoshimae,Italian,3.76,3.60,215,3.65,3.67,3.63,3.60,3.60
フレデリック カッセル 銀座三越,Furederikkukasseru,3.65,Ginza,Cake,3.50,3.65,209,3.66,3.58,3.58,3.54,3.12
游玄亭 西麻布本館,Yuugentei,3.65,Roppongi,Yakiniku (BBQ Beef),3.66,3.53,208,3.63,3.63,3.59,3.52,3.56
ヘンリーズ バーガー 代官山,HENRY'S BURGER Daikanyama,3.65,Daikan yama,Burger,3.64,3.64,206,3.66,3.58,3.58,3.59,3.55
鳥よし 銀座店,Toriyoshi,3.65,Uchisaiwaicho,Yakitori (Grilled chicken),3.65,-,200,3.65,3.58,3.59,3.58,3.58
とんかつ桂,Tonkatsukatsura,3.65,Kokubunji,Tonkatsu (Pork cutlet),3.40,3.63,194,3.62,3.75,3.59,3.62,3.31
御菓子処 さゝま,Okashidokorosasama,3.65,Jimbocho,Japanese sweets,3.25,3.65,191,3.68,3.58,3.59,3.58,3.08
ラ・ビスボッチャ,LA BISBOCCIA,3.65,Hiro o,Italian,3.65,-,188,3.65,3.56,3.68,3.54,3.57
PATISSERIE ASAKO IWAYANAGI,Pathisuriasakoiwayanagi,3.65,Todoroki,Cake,3.54,3.66,187,3.67,3.59,3.69,3.58,3.59
中国菜 膳楽房,Chuugokusaizenrakubou,3.65,Iidabashi,Chinese,3.66,3.59,179,3.64,3.58,3.59,3.63,3.60
Aux delices de dodine,Oderisudododhinu,3.65,Daimon,Bistro,3.74,3.60,177,3.65,3.60,3.58,3.73,3.59
そば 三休,sobasankyuu,3.65,Mitaka,Soba,3.44,3.69,176,3.66,3.58,3.58,3.62,3.54
