JapneseName,EnglishName,TotalRating,NearstStation,FoodCategory,PhoneNumber,LunchRating,DinnerRating,ReviewCounts,Dishes,Service,Atmosphere,Cost performance,Drink
洋菓子 ぎをん さかい,yougashigiwonsakai,3.58,Gion Shijo,Cake,+81-75-531-8878,3.08,3.58,70,3.58,3.56,3.58,3.52,3.43
市川屋珈琲,Ichikawayakohi,3.58,Kiyomizu Gojo,Coffee shoppe,+81-75-748-1354,-,3.58,67,3.58,3.57,3.58,3.54,3.57
三嶋亭 高島屋 京都店,Mishimatei,3.58,Kawaramachi,Sukiyaki,+81-75-221-8811,3.56,3.56,66,3.58,3.55,3.47,3.52,3.13
すし善,Sushizen,3.58,Karasuma Oike,Sushi,+81-75-221-3848,3.58,3.58,66,3.58,3.58,3.58,3.58,3.07
三星園 上林三入本店,Mitsuboshienkambayashisanniuhonten,3.58,Uji,Sweets,+81-774-21-2636,-,3.58,65,3.59,3.57,3.57,3.56,3.55
きた村,Kitamura,3.58,Kawaramachi,Kyoto Cuisine,+81-75-351-7871,3.58,3.02,65,3.59,3.58,3.63,3.58,3.58
末富,Suetomi,3.58,Gojo,Japanese sweets,+81-75-351-0808,3.08,3.58,63,3.58,3.52,3.52,3.46,3.00
祇をん 豆寅 祇園店,Giwonmametora,3.58,Gion Shijo,Kyoto Cuisine,+81-75-532-3955,3.30,3.58,64,3.58,3.53,3.58,3.51,3.51
仙太,Senta,3.58,Shijo,Sushi,+81-75-351-2225,3.58,3.58,63,3.58,3.58,3.58,3.63,3.58
センティード,Sentido,3.58,Karasuma Oike,Cafe,+81-75-741-7439,-,3.58,62,3.58,3.53,3.54,3.55,3.57
あのん 祇園本店,Anon,3.58,Gion Shijo,Cafe,+81-75-551-8205,-,3.58,62,3.58,3.56,3.56,3.50,3.19
貴船 右源太,Kifuneugenta,3.58,Kurama,Kyoto Cuisine,+81-50-5869-5353,3.57,3.51,61,3.57,3.51,3.67,3.46,3.58
糸仙,Itosen,3.58,Kitano Hakubaich,Cantonese Cuisine,+81-75-463-8172,3.58,3.07,61,3.58,3.57,3.58,3.60,3.11
ル・プチメック OMAKE,rupuchimekku,3.58,Karasuma,Bread,+81-75-255-1187,3.21,3.58,61,3.58,3.54,3.54,3.57,3.05
ラーメンムギュ,Ramemmugyu,3.58,Emmachi,Ramen,,3.32,3.58,60,3.58,3.39,3.53,3.53,3.06
京都カレー製作所 カリル,Kyoutokareseisakushokariru,3.58,Marutamachi,Curry rice,+81-75-211-6110,3.48,3.58,60,3.58,3.54,3.54,3.55,3.30
カヌレ,Kanure,3.58,Kyoto Shiyakusho,Cafe,+81-75-756-2041,3.51,3.55,59,3.58,3.52,3.58,3.51,3.51
自家焙煎　王田珈琲専門店,Jikabaisenoutakohisemmonten,3.58,Kyoto Shiyakusho,Coffee shoppe,+81-75-212-1377,3.27,3.57,59,3.59,3.52,3.54,3.51,3.58
中国料理　桃李,Chuugokuryouritouri,3.58,Kyoto Shiyakusho,Cantonese Cuisine,+81-75-254-2543,3.52,3.58,59,3.58,3.63,3.55,3.57,3.52
デセール ラ・フラムブルー,Desserts La Flamme Bleue,3.58,Kawaramachi,Sweets (other),+81-75-252-3830,3.09,3.58,58,3.58,3.58,3.58,3.48,3.53
カフェラッテ,caffellatte,3.58,Saiin,Ice cream,+81-75-322-2766,3.12,3.58,57,3.58,3.53,3.53,3.55,3.14
ラーメン たぬき屋,Ramentanukiya,3.58,Fushimi,Ramen,,3.54,3.54,57,3.58,3.53,3.52,3.58,3.24
祇園鹿六,gionkaroku,3.58,Gion Shijo,Yakiniku (BBQ Beef),+81-75-561-6500,3.59,3.08,56,3.59,3.60,3.61,3.50,3.40
ムジャラ,Mujara,3.58,Shijo Omiya,Curry (other),+81-80-9161-1191,3.20,3.58,55,3.58,3.54,3.55,3.53,3.41
本家船はしや,Honkefunahashiya,3.58,Sanjo,Japanese sweets,+81-75-221-2673,3.53,3.58,53,3.58,3.52,3.58,3.58,-
annee,Annee,3.58,Karasuma Oike,Cafe,+81-75-222-0517,3.09,3.58,53,3.58,3.56,3.58,3.57,3.52
kiln,Kirun,3.58,Gion Shijo,Dining bar,+81-75-353-3555,3.58,3.53,53,3.58,3.57,3.58,3.56,3.58
Lanka,Ranka,3.58,Kawaramachi,Bistro,+81-50-5592-2137,3.59,3.59,52,3.58,3.63,3.59,3.59,3.59
下鴨茶寮 JR京都伊勢丹地下2階店,Shimogamosaryou,3.58,Kyoto,Bento (Lunch box),+81-75-342-5757,3.12,3.58,52,3.58,3.51,3.41,3.51,-
ナカムラ ジェネラル ストア,NAKAMURA GENERAL STORE,3.58,Karasuma Oike,Sweets (other),+81-90-3652-0454,-,3.58,52,3.58,3.49,3.51,3.51,-
京都捏製作所,Kyoutotsukuneseisakusho,3.58,Kyoto Shiyakusho,Yakitori (Grilled chicken),+81-75-213-1280,3.58,-,52,3.58,3.58,3.54,3.58,3.56
奥貴船 兵衛,HYOUE,3.58,Kurama,Kaiseki (Traditional Japanese),+81-75-741-3066,3.50,3.58,51,3.58,3.58,3.71,3.51,3.48
茉莉花,Jasumin,3.58,Uji,medicinal foods,+81-774-23-3753,3.51,3.59,50,3.57,3.56,3.57,3.54,3.40
柳小路 TAKA,Yanagikoujitaka,3.58,Kawaramachi,Stand Bar,+81-75-708-5791,3.55,3.54,49,3.58,3.57,3.57,3.56,3.57
京都ホテルオークラ,Kyoutohoteruokura,3.58,Kyoto Shiyakusho,Ryokan,+81-75-211-5111,3.56,3.57,49,3.58,3.57,3.58,3.56,3.46
焼肉ダイニング 甲 押小路本店,Yakinikudainingukinoe,3.58,Kyoto Shiyakusho,Yakiniku (BBQ Beef),+81-50-5868-5922,3.57,3.51,48,3.58,3.56,3.55,3.57,3.50
しろはとベーカリー,Shirohatobekari,3.58,Karasuma Oike,Bread,+81-75-223-2242,3.16,3.58,48,3.58,3.55,3.55,3.57,3.05
蔵倉,Kurakura,3.58,Kyoto,Izakaya (Tavern),+81-75-351-0347,3.58,-,47,3.58,3.55,3.58,3.51,3.54
ikariya523,Ikariyagonisan,3.58,Sanjo,French,+81-75-253-0530,3.58,3.54,45,3.58,3.63,3.60,3.59,3.58
にこみ 鈴や,Nikomisuzuya,3.58,Karasuma Oike,Izakaya (Tavern),+81-75-708-3178,3.58,3.24,43,3.58,3.55,3.58,3.55,3.54
すきやき いろは 北店,Sukiyakiiroha,3.58,Gion Shijo,Sukiyaki,+81-75-221-0403,3.58,3.50,43,3.58,3.57,3.63,3.59,3.51
らー麺や 与,Ramenyaatau,3.58,Toji,Ramen,+81-70-6683-1675,3.51,3.55,42,3.58,3.51,3.50,3.51,3.00
ザ・ブレッド,THE BREAD,3.58,Karasuma Oike,Bread,+81-75-223-0801,3.19,3.57,42,3.58,3.53,3.52,3.53,3.07
ビストロ　プティラパン,Petit Lapin,3.58,Kawaramachi,Bistro,+81-50-5596-6353,3.58,3.51,39,3.58,3.56,3.58,3.58,3.58
朝食 喜心,choushokukishin,3.58,Gion Shijo,Restaurants (other),+81-75-525-8500,-,3.58,37,3.58,3.87,3.61,3.58,3.58
くちばしモダン,Kuchibashimodan,3.58,Karasuma,Yakitori (Grilled chicken),+81-75-352-0633,3.58,3.07,37,3.58,3.55,3.56,3.55,3.54
鰻割烹まえはら,Unagikappoumaehara,3.58,Marutamachi,Unagi (Freshwater eel),+81-75-254-7503,3.13,3.58,37,3.58,3.61,3.59,3.55,3.51
しゅん逢 紗々木,Shunai Sasaki,3.58,Kawaramachi,Kaiseki (Traditional Japanese),+81-75-354-7177,3.56,3.54,36,3.58,3.58,3.57,3.55,3.56
畑かく,Hatakaku,3.58,Kuramaguchi,Kyoto Cuisine,+81-75-441-0610,3.57,3.09,36,3.57,3.57,3.63,3.50,3.48
クレープリー　オルハコシト　カフェ,kure-puri-oruhakoshitokafe,3.58,Kawaramachi,Crepes,+81-50-5596-0247,3.08,3.58,36,3.58,3.54,3.56,3.51,3.54
うなぎ いっせい,Unagiissei,3.58,Kami Katsura,Unagi (Freshwater eel),+81-75-383-6500,3.51,3.55,36,3.58,3.57,3.57,3.57,3.50
そば茶寮 澤正,Sobasaryousawashou,3.58,Tofukuji,Soba,+81-75-561-4786,3.05,3.58,34,3.58,3.58,3.66,3.58,3.58
花咲 錦店,Hanasaki,3.58,Karasuma,Kyoto Cuisine,+81-50-5869-4435,3.54,3.58,34,3.58,3.58,3.58,3.58,3.55
やすかわ,Yasukawa,3.58,Gion Shijo,Oden,+81-75-551-3390,3.58,-,32,3.58,3.57,3.56,3.58,3.58
日本料理 京都 華暦,Nihonryourikyoutohanagoyomi,3.58,Yase Hieizanguch,Kaiseki (Traditional Japanese),+81-75-707-2888,3.56,3.55,30,3.59,3.56,3.57,3.45,3.52
御すぐき處 京都なり田 本店,Onsugukidokorokyoutonarita,3.58,Kitayama,Other,+81-75-721-1567,3.07,3.58,30,3.58,3.52,3.58,3.57,-
丹,Tan,3.58,Higashiyama,Japanese food (other),+81-75-533-7744,3.05,3.58,29,3.58,3.58,3.58,3.58,3.57
チンクエ イカリヤ,CINQUE IKARIYA,3.58,Karasuma Oike,Italian,+81-75-708-6815,3.58,3.21,28,3.58,3.58,3.57,3.51,3.52
大徳寺一久,Daitokujiikkyuu,3.58,Kitaoji,Shojin Cuisine (Buddhist Cuisine),+81-75-493-0019,3.53,3.62,27,3.58,3.55,3.58,3.55,3.08
京都 中之光庵,Kyoutonakanokouan,3.58,Kawaramachi,Soba,+81-75-343-7711,3.57,3.53,26,3.58,3.58,3.61,3.53,3.54
れんらく船,Renrakusen,3.58,Sanjo,Steak,+81-75-241-4358,3.58,-,26,3.58,3.58,3.57,3.56,3.53
チュレタ,CHULETA,3.58,Gion Shijo,Spain,+81-50-5595-1611,3.58,3.06,25,3.58,3.58,3.60,3.58,3.59
肉家 桜真,nikuyaoushin,3.58,Karasuma Oike,Yakiniku (BBQ Beef),+81-50-5590-6465,3.58,-,25,3.58,3.55,3.59,3.53,3.43
酒処てらやま,sakedokoroterayama,3.58,Gion Shijo,Izakaya (Tavern),+81-75-255-3357,3.58,-,24,3.59,3.56,3.55,3.58,3.54
泰蔵,Taizou,3.58,Kiyomizu Gojo,Sushi,+81-75-746-5432,3.59,3.50,22,3.58,3.58,3.58,3.58,3.55
亀屋則克,Kameyanorikatsu,3.58,Karasuma Oike,Japanese sweets,+81-75-221-3969,-,3.58,20,3.58,3.59,3.64,3.58,-
鮨 かわの,Sushikawano,3.58,Kitaoji,Sushi,+81-50-5589-7867,3.57,3.59,19,3.58,3.57,3.58,3.60,3.53
大國屋鰻兵衛,Ookuniyamambei,3.58,Karasuma,Unagi (Freshwater eel),+81-75-255-2590,-,3.58,19,3.58,3.66,3.95,3.58,3.07
リストランテ野呂,Risutorantenoro,3.58,Nijo,Italian,+81-75-823-8100,3.56,3.50,19,3.58,3.55,3.58,3.50,3.55
バル agiyao,Baruagiyao,3.58,Gojo,Bar,+81-50-5571-3009,3.58,3.05,18,3.58,3.50,3.53,3.07,3.40
焼肉 嘉,Yakinikuyoshimi,3.58,Jingu Marutamach,Yakiniku (BBQ Beef),+81-50-5593-3929,3.59,3.28,18,3.58,3.58,3.59,3.56,3.54
割烹たいら,Kappoutaira,3.58,Shijo,Kappo (Traditional Japanese),+81-75-341-1608,3.58,3.54,17,3.58,3.58,3.66,3.58,3.62
クラブデゼール,CLUB DESERT,3.58,Gion Shijo,Bar,+81-75-221-8496,3.58,-,16,3.07,3.57,3.51,3.49,3.59
割烹 吉膳,Kappouyoshizen,3.58,Gion Shijo,Kappo (Traditional Japanese),+81-50-5595-0996,3.56,3.50,16,3.57,3.48,3.52,3.48,3.50
寿し処 今,Sushidokoroima,3.58,Katsura,Sushi,+81-50-5595-8593,3.58,-,16,3.58,3.58,3.53,3.58,3.56
京都・スタア・バー,KYOTO STAR BAR,3.58,Sanjo,Bar,+81-75-221-0004,3.58,-,15,3.58,3.77,3.58,3.58,3.58
モーネ,Mone,3.58,Matsuiyamate,Italian,+81-774-64-1106,3.48,3.62,15,3.58,3.55,3.53,3.55,3.52
monk,Monk,3.58,Keage,Italian,+81-75-748-1154,3.58,3.04,13,3.58,3.57,3.59,3.55,3.57
寿司 深川龍丈,sushifukagawaryuuji,3.58,Kyoto Shiyakusho,Sushi,+81-50-5596-2753,3.54,3.58,12,3.58,3.51,3.51,3.51,3.13
千茜,Chisen,3.58,Keage,Cake,,-,3.58,10,3.58,3.52,3.53,3.50,-
私房菜 すみよし,PRIVATE KITCHEN SUMIYOSHI,3.58,Kiyomizu Gojo,Chinese,+81-75-585-5707,3.58,3.55,10,3.58,3.63,3.58,3.93,3.12
くぬぎ,Kunugi,3.58,Keage,Teppanyaki,+81-75-771-7111,3.58,-,10,3.58,3.61,3.57,3.57,3.59
夷川 鮨 すずか,Ebisugawasushisuzuka,3.58,Marutamachi,Sushi,+81-75-251-0111,3.58,-,8,3.58,3.60,3.62,3.69,3.58
食工房 ひろさき,Shokukoubouhirosaki,3.58,Marutamachi,Kyoto Cuisine,+81-75-211-1366,3.58,-,6,3.58,3.54,3.36,3.41,3.50
祇園 山岡,Gionyamaoka,3.58,Gion Shijo,Kappo (Traditional Japanese),+81-75-525-0118,3.58,-,5,3.58,3.80,3.96,3.58,3.58
キル フェ ボン 京都店,Quil Fait Bon,3.57,Sanjo,Cake,+81-75-254-8580,3.42,3.55,408,3.58,3.52,3.55,3.24,3.13
グリル 小宝,Gurirukodakara,3.57,Higashiyama,Western Cuisine,+81-75-771-5893,3.50,3.54,281,3.57,3.52,3.49,3.48,3.11
華祥,Kashou,3.57,Mototanaka,Chinese,+81-75-723-5185,3.54,3.57,267,3.56,3.50,3.51,3.55,3.00
前田珈琲 本店,Maedakohi,3.57,Karasuma,Coffee shoppe,+81-75-255-2588,3.12,3.56,265,3.56,3.53,3.55,3.53,3.53
麺匠 たか松 本店,Menshoutakamatsu,3.57,Karasuma,Tsukemen,+81-75-252-8270,3.29,3.58,235,3.58,3.38,3.51,3.45,3.07
いいちょ,Iicho,3.57,Kitaoji,Ramen,+81-75-711-0141,3.52,3.56,233,3.58,3.50,3.45,3.54,3.08
京都 龍旗信,kyoutoryuukishin,3.57,Kawaramachi,Ramen,+81-75-256-2279,3.51,3.55,199,3.57,3.53,3.55,3.47,3.07
六曜社 地下店 ,Rokuyousha,3.57,Kyoto Shiyakusho,Coffee shoppe,+81-75-241-3026,3.51,3.56,172,3.57,3.44,3.58,3.52,3.51
枝魯枝魯ひとしな,Girogirohitoshina,3.57,Kiyomizu Gojo,Kappo (Traditional Japanese),+81-75-343-7070,3.57,3.07,150,3.57,3.52,3.53,3.60,3.53
錦 もちつき屋,Nishikimochitsukiya,3.57,Kawaramachi,Sweets,+81-75-223-1717,3.09,3.56,143,3.57,3.52,3.52,3.42,3.27
エズ ブルー,Eze bleu,3.57,Demachiyanagi,Bread,+81-75-231-7077,3.12,3.56,127,3.57,3.51,3.52,3.51,-
ベトナム料理コムゴン 京都,Betonamuryourikomugon,3.57,Karasuma,Viet Nam cuisine,+81-75-223-3337,3.50,3.58,126,3.57,3.51,3.53,3.56,3.35
お好み焼吉野,Okonomiyakiyoshino,3.57,Shichijo,Okonomiyaki,+81-75-551-2026,3.51,3.54,125,3.57,3.54,3.53,3.52,3.39
フクミミ,fukumimi,3.57,Karasuma Oike,Cafe,+81-75-252-2933,3.19,3.56,113,3.58,3.53,3.57,3.51,3.51
とり安,Toriyasu,3.57,Karasuma Oike,Fowl,+81-75-241-0456,3.38,3.58,107,3.56,3.52,3.26,3.56,3.07
拳10ラーメン,Kobutonramen,3.57,Nishioji Sanjo,Ramen,+81-75-821-7628,3.53,3.54,105,3.56,3.52,3.51,3.50,3.00
カフェ・ヴェルディ,Kafeverudhi,3.57,Kitayama,Coffee shoppe,+81-75-706-8809,3.08,3.57,104,3.57,3.55,3.56,3.53,3.58
鯖街道 花折 下鴨店,Sabakaidouhanaore,3.57,Demachiyanagi,Kyoto Cuisine,+81-75-712-5245,3.08,3.58,104,3.57,3.54,3.56,3.52,3.09
京都 ネーゼ,Kyoutoneze,3.57,Sanjo,Italian,+81-75-212-2129,3.57,-,101,3.58,3.59,3.55,3.54,3.56
nikiniki,Nikiniki,3.57,Kawaramachi,Japanese sweets,+81-75-254-8284,3.05,3.57,99,3.57,3.53,3.53,3.53,3.09
ボン・ボランテ,bonne volonte,3.57,Jingu Marutamach,Bread,+81-75-213-7555,3.25,3.56,96,3.57,3.52,3.55,3.51,3.00
益市 本店,Masuichi,3.57,Nishioji,Yakiniku (BBQ Beef),+81-75-661-7057,3.57,-,94,3.57,3.59,3.55,3.58,3.50
夕日のキラメキ一乗寺,Yuuhinokiramekiichijouji,3.57,Ichijoji,Ramen,+81-75-746-5388,3.46,3.56,92,3.57,3.52,3.51,3.53,3.00
亀屋良長 本店 ,Kameyayoshinaga,3.57,Omiya,Japanese sweets,+81-75-221-2005,3.07,3.57,90,3.57,3.57,3.54,3.53,3.08
AWOMB,AWOMB,3.57,Karasuma,Sushi,+81-50-3134-3003,3.51,3.54,85,3.56,3.56,3.58,3.53,3.52
喜み家,Kimiya,3.57,Mototanaka,Sweets,+81-75-761-4127,-,3.57,84,3.57,3.55,3.52,3.54,3.10
京の焼肉処 弘 祗園山名庵,Kyounoyakinikudokorohiro,3.57,Gion Shijo,Yakiniku (BBQ Beef),+81-75-561-1717,3.57,3.04,83,3.56,3.55,3.58,3.51,3.45
おくだ,Okuda,3.57,Mototanaka,Tonkatsu (Pork cutlet),+81-75-722-0965,3.42,3.55,79,3.58,3.50,3.50,3.58,3.06
京都モダンテラス,Kyoutomodanterasu,3.57,Higashiyama,Cafe,+81-75-754-0234,3.25,3.56,78,3.57,3.56,3.58,3.48,3.51
讃式,SANSHIKI,3.57,Kiyomizu Gojo,Udon,+81-75-531-7775,3.41,3.55,74,3.57,3.52,3.51,3.53,3.09
夢処 漁師めし 雑魚や,Yumedokororyoushimeshizakoya,3.57,Karasuma Oike,Seafood,+81-75-221-3358,3.53,3.57,74,3.58,3.53,3.53,3.53,3.40
CLAMP COFFEE SARASA,Kurampukohisarasa,3.57,Nijo,Coffee shoppe,+81-75-822-9397,3.03,3.57,66,3.57,3.52,3.61,3.57,3.53
京都千丸 しゃかりき むらさき,Kyoutosemmarushakarikimurasaki,3.57,Kyoto,Ramen,+81-75-746-7768,3.50,3.53,65,3.57,3.50,3.51,3.52,3.20
珈琲工房てらまち,Kohikoubouteramachi,3.57,Nijojo Mae,Coffee shoppe,+81-75-821-6323,3.00,3.57,65,3.57,3.16,3.54,3.55,3.55
マリーフランス 北山店,Marifuransu,3.57,Kitayama,Bread,+81-75-702-0288,3.08,3.57,59,3.57,3.52,3.52,3.56,3.09
スプリングバレーブルワリー 京都,Supuringubareburuwarikyouto,3.57,Kawaramachi,Dining bar,+81-50-5594-3227,3.54,3.52,56,3.56,3.55,3.58,3.53,3.60
ハナカゴ,HANAKAGO,3.57,Karasuma,Bread,+81-75-231-8945,-,3.57,56,3.57,3.53,3.54,3.52,-
イカリヤ プチ,Ikariya Petit,3.57,Kyoto,Bistro,+81-75-276-6012,3.55,3.46,55,3.57,3.58,3.56,3.54,3.55
麺屋 じすり,Menyajisuri,3.57,Nishi Kizu,Ramen,,3.51,3.55,53,3.57,3.55,3.56,3.56,3.24
宗,Sou,3.57,Shijo,Izakaya (Tavern),+81-50-5890-6646,3.57,-,47,3.57,3.56,3.56,3.55,3.55
ブロシェット,Brochette,3.57,Karasuma Oike,Bar,+81-50-5869-9466,3.55,3.53,46,3.58,3.55,3.53,3.56,3.48
うしのほね 本店,Ushinohone,3.57,Sanjo,Izakaya (Tavern),+81-75-212-1023,3.57,-,45,3.57,3.53,3.56,3.45,3.50
恒屋伝助,Tsuneyadensuke,3.57,Marutamachi,Izakaya (Tavern),+81-75-255-3938,3.57,3.08,43,3.57,3.53,3.53,3.54,3.55
アグレアーブル,Agreable,3.57,Marutamachi,Cake,+81-75-231-9005,3.08,3.57,43,3.58,3.56,3.54,3.54,3.38
極太清流らーめん,Gokubutoseiryuuramen,3.57,Nishioji,Ramen,,3.35,3.57,41,3.57,3.52,3.51,3.58,3.00
フォション 京都高島屋店,FAUCHON,3.57,Kawaramachi,Bread,+81-75-221-8811,3.30,3.55,41,3.57,3.52,3.53,3.28,3.39
ブーランジェ　オクダ 西陣店,Boulange Okuda,3.57,Imadegawa,Bread,+81-75-414-7828,3.07,3.57,39,3.57,3.51,3.57,3.55,-
眺河　先斗町～華～,Nagamegawapontochouhana,3.57,Gion Shijo,Kaiseki (Traditional Japanese),+81-50-5868-4976,3.56,3.46,39,3.56,3.58,3.61,3.52,3.52
ヒイヅルcafe,Hiidurukafe,3.57,Kyoto,Coffee shoppe,,-,3.57,36,3.57,3.54,3.54,3.53,3.56
白碗竹快樓 祇園店,Baiwanjuukuwairou,3.57,Gion Shijo,Chinese,+81-75-525-0054,3.44,3.59,35,3.57,3.50,3.56,3.52,3.51
カフェ デ コラソン,cafe de corazon,3.57,Imadegawa,Coffee shoppe,+81-75-366-3136,3.10,3.57,32,3.57,3.59,3.57,3.56,3.58
草食草堂 ろくだい,Soujikisoudourokudai,3.57,Saiin,Kaiseki (Traditional Japanese),+81-75-312-2600,3.57,-,31,3.55,3.52,3.58,3.71,3.58
ぎおん　楽楽,Gionrakuraku,3.57,Gion Shijo,Kyoto Cuisine,+81-75-532-0188,3.54,3.51,30,3.56,3.55,3.56,3.54,3.51
二條 葵月,Nijoukiduki,3.57,Kyoto Shiyakusho,Sushi,+81-50-5594-1302,3.54,3.57,28,3.58,3.51,3.52,3.58,3.51
中国饗膳 粋廉,Suiren,3.57,Nijo,Chinese,+81-75-822-2888,3.55,3.55,27,3.57,3.56,3.55,3.54,3.46
コレット,Koretto,3.57,Kitayama,Cake,,-,3.57,23,3.57,3.53,3.52,3.46,3.09
祗園 一道,Gionichidou,3.57,Gion Shijo,Teppanyaki,+81-75-561-1949,3.56,3.28,23,3.57,3.57,3.60,3.53,3.53
ふじ原,Fujiwara,3.57,Gion Shijo,Kappo (Traditional Japanese),+81-50-5595-5907,3.57,3.12,21,3.57,3.54,3.56,3.55,3.19
要庵 西富家,Kanameannishitomiya,3.57,Kawaramachi,Ryokan,+81-75-211-2411,3.57,3.10,19,3.56,3.52,3.58,3.56,3.58
こりょうり たか屋,Koryouritakaya,3.57,Kyoto,Kappo (Traditional Japanese),+81-75-365-5159,3.55,3.53,17,3.57,3.57,3.54,3.57,3.54
なか栄,Nakae,3.57,Tambaguchi,Izakaya (Tavern),+81-75-312-3181,3.57,3.53,17,3.57,3.57,3.55,3.56,3.55
町家四川 星月夜,Machiyashisenhoshitsukiyo,3.57,Omiya,Sichuan Cuisine,+81-50-5595-5897,3.40,3.59,15,3.57,3.61,3.60,3.55,3.53
ぎおん 佐藤,Gionsatou,3.57,Gion Shijo,Sushi,+81-75-531-8811,3.03,3.65,16,3.57,3.53,3.53,3.55,3.50
祇園新橋 中谷,Gionshimbashinakatani,3.57,Gion Shijo,Kyoto Cuisine,+81-75-525-1881,3.55,3.31,14,3.57,3.57,3.56,3.57,3.58
白川たむら,Shirakawatamura,3.57,Sanjo Keihan,Kappo (Traditional Japanese),+81-75-533-8805,3.53,3.54,13,3.57,3.57,3.56,3.58,3.53
匠庵,Shouan,3.57,Gion Shijo,Kappo (Traditional Japanese),+81-75-525-0288,3.56,3.54,10,3.56,3.57,3.55,3.58,3.53
祇園びとら、,Giombitora,3.57,Gion Shijo,Kyoto Cuisine,+81-50-5592-9748,3.57,-,9,3.56,3.55,3.61,3.53,3.61
こなから,Konakara,3.57,Kiyomizu Gojo,Izakaya (Tavern),+81-75-777-3807,3.57,-,9,3.57,3.55,3.57,3.55,3.62
炭焼 鶏たか,sumiyakitoritaka,3.57,Demachiyanagi,Yakitori (Grilled chicken),+81-75-212-9700,3.57,3.51,7,3.57,3.58,3.57,3.55,3.52
東大 京都店,Toudai,3.56,Kyoto,Ramen,+81-75-344-3802,3.50,3.53,250,3.56,3.51,3.38,3.50,3.08
京都塩元帥 ,kyoutoshiogensui,3.56,Nishioji,Ramen,+81-75-316-3580,3.52,3.54,243,3.56,3.57,3.53,3.52,3.09
総本家にしんそば松葉,Souhonkenishinsobamatsuba,3.56,Gion Shijo,Soba,+81-75-561-1451,3.19,3.56,210,3.55,3.55,3.58,2.97,3.17
ジュヴァンセル 祇園店,Juvanseru,3.56,Gion Shijo,Cake,+81-75-551-1511,3.08,3.56,190,3.56,3.51,3.53,3.43,3.30
らー麺創房 ぱこ,ra-mensouboupako,3.56,Nishikyogoku,Ramen,+81-75-313-8585,3.43,3.57,168,3.56,3.48,3.34,3.54,3.47
551蓬莱 JR京都駅店,Gogoichihourai,3.56,Kyoto,"Meat Buns, Chinese Buns",+81-75-661-8455,3.42,3.54,167,3.55,3.52,3.42,3.56,3.09
焼野菜 五十家,Yakiyasaiisoya,3.56,Kyoto Shiyakusho,Vegetable dishes,+81-75-212-5039,3.56,3.08,158,3.56,3.55,3.52,3.54,3.50
もつ鍋 寅屋,Motsunabetoraya,3.56,Gion Shijo,Motsu Nabe (Offel Hot Pot),+81-75-222-1660,3.56,-,156,3.56,3.54,3.56,3.50,3.40
玄屋,Genya,3.56,Fushimi Momoyama,Ramen,+81-75-602-1492,3.18,3.56,153,3.56,3.56,3.55,3.54,3.50
ルナール ブルー,RENARD BLEU,3.56,Karasuma Oike,French,+81-75-231-0972,3.47,3.58,144,3.55,3.53,3.52,3.52,3.33
グリル デミ,GRILL DEMI,3.56,Marutamachi,Hamburger Steak,+81-75-211-7661,3.42,3.53,140,3.56,3.52,3.50,3.56,3.10
茶寮都路里 高台寺店,Saryoutsujiri,3.56,Gion Shijo,Sweets,+81-75-541-1228,3.21,3.55,134,3.56,3.51,3.50,3.44,3.51
アモーレ 木屋町,Amorekiyamachi,3.56,Kawaramachi,Pasta,+81-75-708-7791,3.52,3.50,134,3.56,3.43,3.57,3.44,3.51
京の焼肉処 弘 千本三条本店,Kyounoyakinikudokorohiro,3.56,Nijo,Yakiniku (BBQ Beef),+81-75-812-8929,3.56,3.05,124,3.57,3.55,3.52,3.52,3.52
濃厚京鶏白湯らーめん めんや 美鶴,noukoukyoutoripaitanra-memmitsuru,3.56,Karasuma,Ramen,+81-75-211-9007,3.54,3.38,124,3.56,3.51,3.55,3.51,3.26
今西軒,Imanishiken,3.56,Gojo,Japanese sweets,+81-75-351-5825,3.11,3.56,122,3.56,3.23,3.51,3.46,3.00
ビィヤント,Biyanto,3.56,Jingu Marutamach,Curry rice,+81-75-751-7415,3.08,3.56,122,3.57,3.50,3.34,3.50,3.10
けんどん屋,Kendonya,3.56,Fushimi Inari,Udon,+81-75-641-1330,3.17,3.55,121,3.56,3.51,3.40,3.53,3.04
煌力,Gouriki,3.56,Karasuma Oike,Dandan noodles,+81-75-241-7724,3.45,3.56,122,3.57,3.52,3.46,3.53,3.14
魏飯夷堂 三条店,Gihanebisudou,3.56,Nijojo Mae,Chinese,+81-75-841-8071,3.51,3.58,119,3.57,3.24,3.51,3.51,3.16
トラットリア レオーネ,TRATTORIA LEONE,3.56,Shijo,Italian,+81-75-351-3898,3.50,3.57,118,3.56,3.50,3.52,3.53,3.51
祇園辻利 京都駅八条口店,Giontsujiri,3.56,Kyoto,Japan tea shoppe,+81-75-681-0001,3.12,3.56,101,3.56,3.55,3.52,3.47,3.11
ブルー ファー ツリー,BLUE FIR TREE ,3.56,Gion Shijo,Cafe,+81-75-541-1183,3.00,3.56,94,3.56,3.52,3.54,3.55,3.52
古の花,Konohana,3.56,Kitano Hakubaich,Shaved ice (snow cone),+81-75-461-6687,3.07,3.56,93,3.55,3.46,3.50,3.52,3.03
